,index,entities,labels,size
2829,232,1951,DATE,1
2830,234,1958,DATE,1
2831,235,196,CARDINAL,1
2832,236,1960s.77,CARDINAL,1
2833,237,1961,DATE,1
2834,238,1962,DATE,1
2835,239,1965,DATE,1
2836,240,1966,DATE,1
2837,243,1977,DATE,1
2838,244,1979,DATE,1
2839,217,1865,DATE,1
2840,202,173,CARDINAL,1
2841,827,99 percent,PERCENT,1
2842,199,170,CARDINAL,1
2843,163,14th,ORDINAL,1
2844,165,15,DATE,1
2845,166,15,MONEY,1
2846,167,15 minutes,TIME,1
2847,168,15 percent,PERCENT,1
2848,169,"15, 2017",DATE,1
2849,172,"151


",PRODUCT,1
2850,173,152,CARDINAL,1
2851,175,155,CARDINAL,1
2852,176,"155


",CARDINAL,1
2853,177,156,CARDINAL,1
2854,178,156,DATE,1
2855,183,16 million,CARDINAL,1
2856,184,16 percent,PERCENT,1
2857,186,"16, October 2018",DATE,1
2858,188,161,CARDINAL,1
2859,189,162,DATE,1
2860,192,165,CARDINAL,1
2861,193,166,CARDINAL,1
2862,195,168,CARDINAL,1
2863,198,17 million,CARDINAL,1
2864,247,1983,DATE,1
2865,248,1984,DATE,1
2866,249,1985,DATE,1
2867,250,1988,DATE,1
2868,307,2018.161,CARDINAL,1
2869,308,2018—were,CARDINAL,1
2870,310,2020,CARDINAL,1
2871,312,2020 to 2030,CARDINAL,1
2872,313,2021,DATE,1
2873,316,2025—CAGR,CARDINAL,1
2874,318,2030,DATE,1
2875,322,2040.119,CARDINAL,1
2876,323,205,CARDINAL,1
2877,325,"2050
",DATE,1
2878,326,206,CARDINAL,1
2879,327,2075,CARDINAL,1
2880,328,208,CARDINAL,1
2881,329,209,CARDINAL,1
2882,332,211,CARDINAL,1
2883,333,212,CARDINAL,1
2884,334,213,CARDINAL,1
2885,335,214,CARDINAL,1
2886,336,215,CARDINAL,1
2887,338,217,CARDINAL,1
2888,339,218,CARDINAL,1
2889,305,2018,CARDINAL,1
2890,304,2017–2018,CARDINAL,1
2891,303,2017.175,CARDINAL,1
2892,270,2.7,CARDINAL,1
2893,252,1990.7,CARDINAL,1
2894,253,1991,DATE,1
2895,254,1993,DATE,1
2896,261,1st,ORDINAL,1
2897,262,1–2,CARDINAL,1
2898,266,"2,000",CARDINAL,1
2899,267,2.0,CARDINAL,1
2900,268,2.4,MONEY,1
2901,269,2.5 quintillion bytes,QUANTITY,1
2902,272,20,DATE,1
2903,301,2016).17,CARDINAL,1
2904,273,20 minutes,TIME,1
2905,274,20 percent,PERCENT,1
2906,277,20/20,CARDINAL,1
2907,279,200 megabits,QUANTITY,1
2908,281,2001,DATE,1
2909,282,2001 03,DATE,1
2910,283,2001–19,CARDINAL,1
2911,294,2011.15,QUANTITY,1
2912,298,2015,CARDINAL,1
2913,161,149,CARDINAL,1
2914,152,140,CARDINAL,1
2915,151,14.5 percent,PERCENT,1
2916,61,0.4 kilogram,QUANTITY,1
2917,33,$30 million,MONEY,1
2918,34,$31 million,MONEY,1
2919,35,$330 billion to $380 billion,MONEY,1
2920,36,$350 million,MONEY,1
2921,37,$4 trillion,MONEY,1
2922,38,$45 billion,MONEY,1
2923,39,$5 billion,MONEY,1
2924,40,$5 trillion,MONEY,1
2925,41,"$5,000 to $",MONEY,1
2926,42,"$5,000 to $200,000",MONEY,1
2927,43,$5.9m,MONEY,1
2928,45,$500 billion to $1.3 trillion,MONEY,1
2929,46,$58.5M,MONEY,1
2930,47,$60 billion,MONEY,1
2931,48,$676 billion,MONEY,1
2932,49,$7.8 trillion,MONEY,1
2933,50,$70 billion,MONEY,1
2934,51,$70 billion to $200 billion,MONEY,1
2935,52,$800 billion,MONEY,1
2936,54,$85 billion,MONEY,1
2937,59,0.30,MONEY,1
2938,32,$3.4 million,MONEY,1
2939,31,"$3,000 to $30,000.145",MONEY,1
2940,29,$25 million,MONEY,1
2941,14,$14 million,MONEY,1
2942,3,$0.3 trillion,MONEY,1
2943,4,$0.5 trillion to $1.2 trillion,MONEY,1
2944,5,$0.7 trillion,MONEY,1
2945,6,$0.8 trillion to $1.2 trillion,MONEY,1
2946,7,$1 billion,MONEY,1
2947,10,$100 million,MONEY,1
2948,11,$102 billion,MONEY,1
2949,12,$110 billion,MONEY,1
2950,13,$125M,MONEY,1
2951,15,$15 billion,MONEY,1
2952,28,$25 billion,MONEY,1
2953,16,$15 billion to $30 billion,MONEY,1
2954,17,$15.3 million,MONEY,1
2955,18,$1M,MONEY,1
2956,19,$2 trillion,MONEY,1
2957,20,$2.1 million,MONEY,1
2958,21,$2.2 billion,MONEY,1
2959,23,$20 million,MONEY,1
2960,26,$200 billion to $700 billion,MONEY,1
2961,27,$201.6 billion,MONEY,1
2962,60,0.4,DATE,1
2963,62,0.60,MONEY,1
2964,150,14 percent,PERCENT,1
2965,63,0.8 percent,PERCENT,1
2966,102,103,CARDINAL,1
2967,103,104,ORG,1
2968,104,104,PRODUCT,1
2969,107,106,ORDINAL,1
2970,112,"11


",PERSON,1
2971,113,11 years,DATE,1
2972,114,"11, 2019",DATE,1
2973,118,113,CARDINAL,1
2974,120,115,CARDINAL,1
2975,125,12 percent,PERCENT,1
2976,126,"12,400",MONEY,1
2977,128,"120
           ",PRODUCT,1
2978,130,122,CARDINAL,1
2979,132,123,DATE,1
2980,137,128,CARDINAL,1
2981,138,129,CARDINAL,1
2982,141,132,CARDINAL,1
2983,143,134,CARDINAL,1
2984,144,134,LOC,1
2985,147,137,CARDINAL,1
2986,148,139,CARDINAL,1
2987,101,102,CARDINAL,1
2988,100,101,PRODUCT,1
2989,99,100bn,MONEY,1
2990,77,"1,303",CARDINAL,1
2991,64,03,DATE,1
2992,67,"1
     Kevin Sneader",MONEY,1
2993,68,1 and 3 percent,PERCENT,1
2994,70,"1,000",CARDINAL,1
2995,72,"1,064



             ",ORG,1
2996,73,"1,097",CARDINAL,1
2997,74,"1,150",CARDINAL,1
2998,75,"1,160",CARDINAL,1
2999,76,"1,240",CARDINAL,1
3000,78,1.1 degrees Celsius,QUANTITY,1
3001,97,"100,00",MONEY,1
3002,79,1.2,CARDINAL,1
3003,81,1.5,CARDINAL,1
3004,82,1.5 degrees Celsius,QUANTITY,1
3005,83,1.8,MONEY,1
3006,84,1.9,CARDINAL,1
3007,86,10 to 25 percent,PERCENT,1
3008,87,"10,000",CARDINAL,1
3009,90,"100
            grams",QUANTITY,1
3010,92,100 grams,QUANTITY,1
3011,340,219,CARDINAL,1
3012,342,22,DATE,1
3013,343,"22,809,722",CARDINAL,1
3014,714,"58
     ",FAC,1
3015,647,45%,PERCENT,1
3016,656,458,CARDINAL,1
3017,657,459,CARDINAL,1
3018,659,"46


",DATE,1
3019,660,460,CARDINAL,1
3020,671,470,CARDINAL,1
3021,672,"470
            ",MONEY,1
3022,684,"49


",PERSON,1
3023,685,494,CARDINAL,1
3024,691,5.5,CARDINAL,1
3025,694,50 percent,PERCENT,1
3026,695,50 years or more,DATE,1
3027,696,"50,000",MONEY,1
3028,697,500,CARDINAL,1
3029,700,53,CARDINAL,1
3030,704,55,CARDINAL,1
3031,705,55,DATE,1
3032,706,55,PERSON,1
3033,707,550,CARDINAL,1
3034,708,56,CARDINAL,1
3035,709,5624,CARDINAL,1
3036,646,45 percent,PERCENT,1
3037,641,"446
            ",PERCENT,1
3038,640,446,CARDINAL,1
3039,578,"4,000",CARDINAL,1
3040,513,35 kilograms,QUANTITY,1
3041,519,353,CARDINAL,1
3042,540,37,DATE,1
3043,541,"37



             ",DATE,1
3044,557,384,CARDINAL,1
3045,560,387,CARDINAL,1
3046,561,"387
            ",MONEY,1
3047,575,3D,PRODUCT,1
3048,577,4 percent,PERCENT,1
3049,579,"4,000",MONEY,1
3050,633,44,DATE,1
3051,580,4.1,CARDINAL,1
3052,581,4.9%,PERCENT,1
3053,584,40 million,CARDINAL,1
3054,586,40%,PERCENT,1
3055,588,"400,000",CARDINAL,1
3056,609,42,CARDINAL,1
3057,610,42,DATE,1
3058,622,430,CARDINAL,1
3059,632,44,CARDINAL,1
3060,710,5624,DATE,1
3061,715,59,CARDINAL,1
3062,508,347,CARDINAL,1
3063,716,596 ampere,MONEY,1
3064,774,7435,DATE,1
3065,777,75.9 gigatonnes,CARDINAL,1
3066,778,76,CARDINAL,1
3067,781,"77


",PERCENT,1
3068,787,80,CARDINAL,1
3069,791,"81


",PERSON,1
3070,794,83,DATE,1
3071,795,84,CARDINAL,1
3072,797,"84



             ",PERCENT,1
3073,801,86,DATE,1
3074,803,87,DATE,1
3075,805,88,DATE,1
3076,806,"88



             ",ORG,1
3077,808,"8–10, 2014",DATE,1
3078,810,"9
                                            ",TIME,1
3079,811,9 percent,PERCENT,1
3080,814,92,DATE,1
3081,816,94,CARDINAL,1
3082,817,94,DATE,1
3083,820,95 percent,PERCENT,1
3084,825,98,DATE,1
3085,772,73,CARDINAL,1
3086,771,72,DATE,1
3087,769,71,DATE,1
3088,736,600 million,CARDINAL,1
3089,718,5–15 years,DATE,1
3090,719,5–20 years,DATE,1
3091,721,6,DATE,1
3092,723,6.2,CARDINAL,1
3093,724,6.3,CARDINAL,1
3094,727,6.6,CARDINAL,1
3095,728,6.6,DATE,1
3096,734,"60,000",CARDINAL,1
3097,735,600,MONEY,1
3098,739,6102,CARDINAL,1
3099,768,71,CARDINAL,1
3100,741,6133,CARDINAL,1
3101,742,62,CARDINAL,1
3102,743,63,CARDINAL,1
3103,744,"63



",ORG,1
3104,745,6392,CARDINAL,1
3105,746,6392,DATE,1
3106,748,6413,DATE,1
3107,751,6448,CARDINAL,1
3108,762,7.4,CARDINAL,1
3109,509,"347
            ",MONEY,1
3110,490,"330,000",MONEY,1
3111,344,22.8,CARDINAL,1
3112,402,274,CARDINAL,1
3113,373,249,CARDINAL,1
3114,375,25 years,DATE,1
3115,376,250,CARDINAL,1
3116,377,251,CARDINAL,1
3117,378,252,CARDINAL,1
3118,379,253,CARDINAL,1
3119,380,254,CARDINAL,1
3120,381,255,CARDINAL,1
3121,382,256,CARDINAL,1
3122,384,258,CARDINAL,1
3123,385,259,CARDINAL,1
3124,387,26 million,CARDINAL,1
3125,388,260,CARDINAL,1
3126,389,261,CARDINAL,1
3127,390,262,CARDINAL,1
3128,392,265,CARDINAL,1
3129,394,267,CARDINAL,1
3130,395,268,CARDINAL,1
3131,396,269,CARDINAL,1
3132,399,271,CARDINAL,1
3133,400,272,CARDINAL,1
3134,372,248,CARDINAL,1
3135,371,247,CARDINAL,1
3136,370,246,CARDINAL,1
3137,357,236,CARDINAL,1
3138,345,"221
           ",PRODUCT,1
3139,346,222,CARDINAL,1
3140,348,226,CARDINAL,1
3141,349,227,CARDINAL,1
3142,350,228,CARDINAL,1
3143,352,"23, 2019",DATE,1
3144,353,232,PRODUCT,1
3145,355,235,CARDINAL,1
3146,356,2359,DATE,1
3147,358,237,CARDINAL,1
3148,369,245,CARDINAL,1
3149,359,238,CARDINAL,1
3150,360,239,CARDINAL,1
3151,361,23andME,CARDINAL,1
3152,363,"24
      hours",TIME,1
3153,364,240,CARDINAL,1
3154,365,241,CARDINAL,1
3155,366,242,CARDINAL,1
3156,367,243,CARDINAL,1
3157,368,244,CARDINAL,1
3158,401,273,CARDINAL,1
3159,403,275,CARDINAL,1
3160,487,33 percent,PERCENT,1
3161,404,276,CARDINAL,1
3162,432,2T–$4,MONEY,1
3163,434,3 years,DATE,1
3164,436,"3, June 2017",DATE,1
3165,437,"3,000",CARDINAL,1
3166,438,"3,500",MONEY,1
3167,439,3-D bioprinters,PRODUCT,1
3168,440,3-D bioprinting,ORG,1
3169,441,3.0,CARDINAL,1
3170,443,30,DATE,1
3171,444,30 milliliters,QUANTITY,1
3172,445,30 years,DATE,1
3173,447,"30, 2019",DATE,1
3174,449,"300,000.171",MONEY,1
3175,450,301,CARDINAL,1
3176,453,304,CARDINAL,1
3177,455,306,CARDINAL,1
3178,456,306,PRODUCT,1
3179,461,31,DATE,1
3180,463,"310
            ",MONEY,1
3181,474,32,DATE,1
3182,481,"325,000",MONEY,1
3183,431,2B,CARDINAL,1
3184,430,299,CARDINAL,1
3185,429,298,CARDINAL,1
3186,417,288,FAC,1
3187,405,277,CARDINAL,1
3188,406,278,CARDINAL,1
3189,410,281,CARDINAL,1
3190,411,282,CARDINAL,1
3191,412,283,CARDINAL,1
3192,413,284,CARDINAL,1
3193,414,285,CARDINAL,1
3194,415,286,CARDINAL,1
3195,416,287,CARDINAL,1
3196,418,289,CARDINAL,1
3197,428,297,CARDINAL,1
3198,419,29,CARDINAL,1
3199,420,"29


",PERSON,1
3200,421,29 percent,PERCENT,1
3201,422,290,CARDINAL,1
3202,423,291,CARDINAL,1
3203,424,292,CARDINAL,1
3204,425,293,CARDINAL,1
3205,426,294,CARDINAL,1
3206,427,295,CARDINAL,1
3207,1348,Corbion,ORG,1
3208,1350,Cormac,PERSON,1
3209,2419,Medical Clinics of North America,ORG,1
3210,2049,Journal of Biological Chemistry,ORG,1
3211,2052,Journal of Community Ethics,ORG,1
3212,2053,Journal of Economic Literature,ORG,1
3213,2054,Journal of Endocrinology,ORG,1
3214,2056,Journal of Geophysical Research,ORG,1
3215,2058,Journal of Heredity,ORG,1
3216,2060,"Journal of Medical
      Economics",ORG,1
3217,2061,Journal of Medical Economics,ORG,1
3218,2063,João Pedro,PERSON,1
3219,2064,João Pedro de Magalhães,PERSON,1
3220,2065,Judit Telegdi,PERSON,1
3221,2066,Judy George,PERSON,1
3222,2067,Julian Savulescu,PERSON,1
3223,2068,Julianna,PERSON,1
3224,2069,Julianna LeMieux,PERSON,1
3225,2070,Julie Philpot,PERSON,1
3226,2071,Julie Steenhuysen,PERSON,1
3227,2072,Julien Claes,PERSON,1
3228,2073,Julio Friedmann,PERSON,1
3229,2076,"July 1, 2019",DATE,1
3230,2078,"July 15, 2011",DATE,1
3231,2079,"July 16, 2018",DATE,1
3232,2050,Journal of Bone and Joint Surgery,ORG,1
3233,2047,Journal of Applied Philosophy,ORG,1
3234,1895,Ivonne Hernandez Schulman,PERSON,1
3235,2046,"Journal of
Bone and Joint Surgery",ORG,1
3236,2018,John Fialka,PERSON,1
3237,2019,John Lynch,PERSON,1
3238,2020,John R. Yates,PERSON,1
3239,2021,John R. Yates III,PERSON,1
3240,2022,John Warner,PERSON,1
3241,2023,Jon Cohen,PERSON,1
3242,2024,Jonah Cool,PERSON,1
3243,2025,Jonathan,PERSON,1
3244,2028,Jonathan Skinner,PERSON,1
3245,2030,Jonathon L.,PERSON,1
3246,2031,Jonathon L. Baker,PERSON,1
3247,2032,Jordan Bar Am,PERSON,1
3248,2033,Jose Maria Ostos,PERSON,1
3249,2034,Josef Christensen,PERSON,1
3250,2036,"Joseph A.,",PERSON,1
3251,2037,Joseph J.,PERSON,1
3252,2039,Josh Copp,PERSON,1
3253,2041,Joshua Katz,PERSON,1
3254,2043,"Journal of
      Geophysical Research",ORG,1
3255,2044,"Journal of
      Heredity",ORG,1
3256,2045,"Journal of
     Genetic Counseling",ORG,1
3257,2080,"July 16, 2019",DATE,1
3258,2081,"July 18, 2017",DATE,1
3259,2082,"July 18, 2018",DATE,1
3260,2083,July 20,DATE,1
3261,2127,"June 21, 2012",DATE,1
3262,2129,"June 25, 2019",DATE,1
3263,2130,"June 26, 2018",DATE,1
3264,2131,"June 26, 2019",DATE,1
3265,2133,"June 3, 2015",DATE,1
3266,2134,"June 5, 2019",DATE,1
3267,2135,"June 7, 2007",DATE,1
3268,2136,"June 7, 2019",DATE,1
3269,2137,Justin Ahmed,PERSON,1
3270,2138,Jyoti,PERSON,1
3271,2139,Jyoti Singh,PERSON,1
3272,2140,"K
",DATE,1
3273,2141,K. V. Brown et al.,PERSON,1
3274,2142,K. V. et al.,PERSON,1
3275,2143,Kaare M.,PERSON,1
3276,2144,Kaare M. Nielsen,PERSON,1
3277,2145,Kai,PERSON,1
3278,2146,Kai Cui,PERSON,1
3279,2147,Kai Kupberschmidt,PERSON,1
3280,2148,Kallyope,PRODUCT,1
3281,2149,Kalokairinou,PERSON,1
3282,2121,June 2009,DATE,1
3283,2120,June 2008,DATE,1
3284,2119,June 2007,DATE,1
3285,2102,"July 6, 2016",DATE,1
3286,2084,"July 20, 2017",DATE,1
3287,2085,July 2000,DATE,1
3288,2095,"July 26, 2018",DATE,1
3289,2096,"July 27, 2016",DATE,1
3290,2097,"July 29, 2019",DATE,1
3291,2098,"July 31, 2000",DATE,1
3292,2099,"July 31, 2017",DATE,1
3293,2100,July 5,DATE,1
3294,2101,"July 5, 2018",DATE,1
3295,2103,"July 6, 2017",DATE,1
3296,2118,"June 20, 2018",DATE,1
3297,2105,July–August 2000,DATE,1
3298,2106,July–August 2019,DATE,1
3299,2109,"June
            2019",DATE,1
3300,2110,"June
           2015",DATE,1
3301,2111,"June 1, 1998",DATE,1
3302,2112,"June 1, 2018",DATE,1
3303,2113,"June 12, 2014",DATE,1
3304,2116,June 1998,DATE,1
3305,2117,"June 20, 2017",DATE,1
3306,2017,John B. Holcomb,PERSON,1
3307,2016,John B.,PERSON,1
3308,2015,John,PERSON,1
3309,1959,"January 21, 2018",DATE,1
3310,1927,James N. et al.,PERSON,1
3311,1928,James P.,PERSON,1
3312,1929,James P. Collins,PERSON,1
3313,1931,James Watson,PERSON,1
3314,1932,James Wildson,PERSON,1
3315,1933,Jamie,GPE,1
3316,1934,Jamie Metzl,PERSON,1
3317,1935,Jan Henrich,PERSON,1
3318,1936,Jan Mischke,PERSON,1
3319,1937,Jane McGrath,PERSON,1
3320,1938,Janet Bush,PERSON,1
3321,1940,"January
",DATE,1
3322,1941,"January
           2015",DATE,1
3323,1942,"January
2014",DATE,1
3324,1943,"January
2019",DATE,1
3325,1944,"January 10, weeks",DATE,1
3326,1945,"January 11, 2019",DATE,1
3327,1946,"January 13, 2014",DATE,1
3328,1947,January 14,DATE,1
3329,1948,"January 14, 2019",DATE,1
3330,1951,January 2014,DATE,1
3331,1926,James N. Kochenderfer et al.,PERSON,1
3332,1924,James M.,PERSON,1
3333,1923,James L. Kirkland,PERSON,1
3334,1909,Jacob Aptekar,PERSON,1
3335,1897,J. A. et al.,PERSON,1
3336,1899,J. M. Hoskovec et al.,PERSON,1
3337,1901,J. M. et al.,PERSON,1
3338,1902,J. Madeleine Nash,PERSON,1
3339,1903,J. Poore,PERSON,1
3340,1905,Jackson Champer,PERSON,1
3341,1906,Jackson Champer et al.,PERSON,1
3342,1907,Jacob,GPE,1
3343,1908,Jacob,PERSON,1
3344,1911,Jacob Bunge,PERSON,1
3345,1922,James L.,PERSON,1
3346,1912,Jacques Bughin,PERSON,1
3347,1913,Jae-Ryong Kim,PERSON,1
3348,1914,Jagadevan,PERSON,1
3349,1915,Jake,GPE,1
3350,1916,Jake Henry,PERSON,1
3351,1917,Jake Silberg,PERSON,1
3352,1918,Jakob,PERSON,1
3353,1920,James,PERSON,1
3354,1921,"James
Manyika",PERSON,1
3355,1958,"January 21, 2014",DATE,1
3356,1961,"January 23, 2018",DATE,1
3357,2014,Johanna Walther,PERSON,1
3358,1962,"January 23, 2020",DATE,1
3359,1989,Jennifer A. Doudna,PERSON,1
3360,1990,Jennifer Heller,PERSON,1
3361,1991,Jennifer Hou,PERSON,1
3362,1993,Jennifer Kuzma,PERSON,1
3363,1994,Jennifer Langston,PERSON,1
3364,1995,Jennifer Lewis,PERSON,1
3365,1996,Jennifer M. Hoskovec et al.,PERSON,1
3366,1998,Jennifer Schmidt,PERSON,1
3367,2001,Jews,NORP,1
3368,2002,Jez Littlewood,PERSON,1
3369,2003,Jia Xin,PERSON,1
3370,2004,Jia Xin Yu,PERSON,1
3371,2005,Jim,PERSON,1
3372,2006,Jim Daley,PERSON,1
3373,2007,Jing-ru Li et al.,PERSON,1
3374,2008,Jing-ru et al.,PERSON,1
3375,2009,Jocelyn Kaiser,PERSON,1
3376,2010,Joe Andrews,PERSON,1
3377,2011,Johan Botling et al.,PERSON,1
3378,2012,Johan et al.,PERSON,1
3379,2013,Johanna,PERSON,1
3380,1988,Jennifer,PERSON,1
3381,1987,Jeffrey D. et al.,PERSON,1
3382,1986,Jeffrey D. Hillman et al.,PERSON,1
3383,1973,Jarod L. Roland,PERSON,1
3384,1963,"January 26, 2013",DATE,1
3385,1964,"January 26, 2020",DATE,1
3386,1965,"January 30, 2014",DATE,1
3387,1966,"January 31, 2019",DATE,1
3388,1967,"January 4, 2015",DATE,1
3389,1968,"January 5, 2017",DATE,1
3390,1969,"January 8, 2019",DATE,1
3391,1970,January–,DATE,1
3392,1972,Japanese,NORP,1
3393,1974,Jason A. Burdick et al.,PERSON,1
3394,1984,Jean-Philippe et al.,PERSON,1
3395,1975,Jason A. et al.,PERSON,1
3396,1976,Jason Kelly,PERSON,1
3397,1977,Jay C.,PERSON,1
3398,1978,Jay C. Vary Jr.,PERSON,1
3399,1979,Jean Mina,PERSON,1
3400,1980,Jean-Francois Bastin et al.,PERSON,1
3401,1981,Jean-Marcel,PERSON,1
3402,1982,Jean-Marcel Ribaut,PERSON,1
3403,1983,Jean-Philippe Coppé,PERSON,1
3404,2150,Kamal Obbad,PERSON,1
3405,2151,Karin Strauss,PERSON,1
3406,2152,Karius,ORG,1
3407,2335,Mark A. Kay,PERSON,1
3408,2304,"March 2, 2020",DATE,1
3409,2306,March 2003,DATE,1
3410,2307,March 2012,DATE,1
3411,2313,"March 21, 2019",DATE,1
3412,2314,"March 23, 2017",DATE,1
3413,2315,"March 26, 2018",DATE,1
3414,2317,"March 28, 2017",DATE,1
3415,2318,"March 28, 2018",DATE,1
3416,2319,"March 3, 2020",DATE,1
3417,2320,"March 30, 2018",DATE,1
3418,2322,"March 31, 2020",DATE,1
3419,2323,"March 7, 2011",DATE,1
3420,2324,March 8,DATE,1
3421,2326,Marco et al.,PERSON,1
3422,2327,Margaret,PERSON,1
3423,2328,Margaret Chan,PERSON,1
3424,2329,Maria,PERSON,1
3425,2330,Maria Giani et al.,PERSON,1
3426,2331,Marianne J. Ellis,PERSON,1
3427,2332,Marilena Schmich,PERSON,1
3428,2333,Marina,LOC,1
3429,2303,"March 2, 2017",DATE,1
3430,2302,"March 14, 2019",DATE,1
3431,2301,"March 13, 2019",DATE,1
3432,2286,Majed et al.,PERSON,1
3433,2270,M. Capogrosso et al.,PERSON,1
3434,2271,M. Hasan Mohajeri et al.,PERSON,1
3435,2272,M. Hasan et al.,PERSON,1
3436,2273,M. J. Bayefsky,PERSON,1
3437,2274,M. J. de Mattos,PERSON,1
3438,2275,M. Joost Teixeira de Mattos,PERSON,1
3439,2276,M. Nielsen,PERSON,1
3440,2283,Magnetoencephalography,ORG,1
3441,2284,Maha Prabhakaran,PERSON,1
3442,2287,Major,ORG,1
3443,2300,"March 1, 2003",DATE,1
3444,2288,MakerBots,PERSON,1
3445,2289,Maliha Khan,PERSON,1
3446,2290,Mango Materials,ORG,1
3447,2291,Manuela E. et al.,PERSON,1
3448,2292,Manzoni,ORG,1
3449,2294,Marc Benioff,PERSON,1
3450,2295,Marc Goodman,PERSON,1
3451,2298,"March
            2018",DATE,1
3452,2299,"March
           2018",DATE,1
3453,2334,Marisa Carder,PERSON,1
3454,2337,Mark Patel,PERSON,1
3455,2268,López-Larraz et al.,ORG,1
3456,2338,Mark et al.,PERSON,1
3457,2371,"May 1, 2010",DATE,1
3458,2372,"May 11, 2016",DATE,1
3459,2373,"May 19, 2019",DATE,1
3460,2388,May 24,DATE,1
3461,2391,"May 30, 2019",DATE,1
3462,2392,May 31,DATE,1
3463,2393,"May 5, 2009",DATE,1
3464,2394,"May 7, 2015",DATE,1
3465,2397,Mayo Clinic Proceedings,ORG,1
3466,2398,May–June 2017,DATE,1
3467,2399,McFadden,PERSON,1
3468,2400,McGill University,ORG,1
3469,2402,"McKinsey &
                                            Company",ORG,1
3470,2405,"McKinsey & Company
Zymergen",ORG,1
3471,2408,"McKinsey Global Institute
",ORG,1
3472,2410,"McKinsey Global Institute


      ",ORG,1
3473,2412,"McKinsey Global Institute


Exhibit 24",ORG,1
3474,2413,"McKinsey Global Institute


Exhibit 3

Genomics",ORG,1
3475,2414,"McKinsey Global Institute


Omics",ORG,1
3476,2417,Meatless,ORG,1
3477,2418,"Medical Clinics of North
            America",ORG,1
3478,2369,"May
2016",DATE,1
3479,2368,"May
     2018",DATE,1
3480,2367,"May
            8, 2019",DATE,1
3481,2351,"Mass
     spectrometry for proteomics",WORK_OF_ART,1
3482,2340,Markram,ORG,1
3483,2342,Mars Petcare,PERSON,1
3484,2343,Martians,NORP,1
3485,2344,Martin Dewhurst,PERSON,1
3486,2345,Martin Harryson,PERSON,1
3487,2347,Martin Jinek et al.,PERSON,1
3488,2348,Martin et al.,PERSON,1
3489,2349,Martinez,PERSON,1
3490,2350,"Mary 20, 2019",PERSON,1
3491,2352,Mass spectrometry,ORG,1
3492,2366,Max Roser,PERSON,1
3493,2353,Maternal,ORG,1
3494,2354,Matin Qaim,PERSON,1
3495,2355,Matt Craven,PERSON,1
3496,2356,Matt Craze,PERSON,1
3497,2358,Matt Wood,PERSON,1
3498,2359,Matt van den Berg,PERSON,1
3499,2361,Matthew Darlison,PERSON,1
3500,2364,Max,PERSON,1
3501,2365,Max Ortiz-Catalan,PERSON,1
3502,2269,L’Oréal,NORP,1
3503,2267,Lynn Rothschild,PERSON,1
3504,2153,Karl L. Larson,PERSON,1
3505,2207,La Mer,PERSON,1
3506,2183,Kevin Hwang,PERSON,1
3507,2185,Kim,PERSON,1
3508,2186,Kimberly Henderson,PERSON,1
3509,2187,Kirkland,GPE,1
3510,2188,Kiyoshi Ota,PERSON,1
3511,2189,Klümper,ORG,1
3512,2190,Knapton,PERSON,1
3513,2191,KoalaDraw,ORG,1
3514,2192,Kochenderfer,ORG,1
3515,2193,Korean,NORP,1
3516,2194,Kosuke et al.,PERSON,1
3517,2195,Krista M.,PERSON,1
3518,2196,Krista M. Ruppert,PERSON,1
3519,2198,Kurt Wagner,PERSON,1
3520,2199,Kuzma,ORG,1
3521,2200,Kwanchanok,GPE,1
3522,2201,Kwanchanok Viravaidya,PERSON,1
3523,2202,Kweilin Ellingrud,PERSON,1
3524,2203,L. G. Kaldon,PERSON,1
3525,2204,L. et al.,PERSON,1
3526,2205,LCA Food,ORG,1
3527,2181,"Kevin
Webster",PERSON,1
3528,2180,"Kevin
     Buehler",PERSON,1
3529,2179,Kevin,PERSON,1
3530,2166,Kazuo et al.,PERSON,1
3531,2154,Karl-Hendrik Magnus,PERSON,1
3532,2155,Kartik Dharmadhikari,PERSON,1
3533,2156,Kass,PERSON,1
3534,2157,Kat Arney,PERSON,1
3535,2159,Katarzyna Smietana,PERSON,1
3536,2162,Katy Askew,PERSON,1
3537,2163,Katy George,PERSON,1
3538,2164,Kaul,PERSON,1
3539,2165,Kavita,PERSON,1
3540,2167,Kazutoshi,GPE,1
3541,2178,Kentucky Fried Chicken,ORG,1
3542,2168,Kazutoshi Takahashi,PERSON,1
3543,2169,Keller,PERSON,1
3544,2171,Ken Fenyo,PERSON,1
3545,2172,Ken Somers,PERSON,1
3546,2173,Kennedy,PERSON,1
3547,2174,Kenneth,PERSON,1
3548,2175,Kenneth A. Barton et al.,PERSON,1
3549,2176,Kenneth A. et al.,PERSON,1
3550,2177,"Kenneth Fong
",PERSON,1
3551,2206,LCD,ORG,1
3552,2209,Laboratory European Bioinformatics Institute,ORG,1
3553,2266,Lynn B. et al.,PERSON,1
3554,2210,Labradors,WORK_OF_ART,1
3555,2240,Lina et al.,PERSON,1
3556,2241,Linda Baily Synovitz,PERSON,1
3557,2243,Lipidomics,GPE,1
3558,2245,Lisa Johnson,PERSON,1
3559,2246,Liting et al.,GPE,1
3560,2247,Llorente,PERSON,1
3561,2248,Local Government Climate and Energy Strategy Guides,ORG,1
3562,2249,Logistics,ORG,1
